season,player_key,player_name,team,position,games_projected,pass_yards_total,rush_yards_total,receiving_yards_total,receptions_total,pass_tds_total,rush_tds_total,rec_tds_total,anytime_td_prob,ints_total
2026,CHI-QB1-CalebWilliams,Caleb Williams,CHI,QB,17,3768.249,176.19657464646335,0.0,0.0,32.077,1.4696974455741971,0.0,0.711,10.328
2026,HOU-QB1-C.J.Stroud,C.J. Stroud,HOU,QB,17,3742.838,174.16196425547287,0.0,0.0,32.389,1.4125844365916769,0.0,0.66,10.571
2026,NO-QB1-TylerShough,Tyler Shough,NO,QB,17,3744.762,89.49637171460198,0.0,0.0,32.386,0.6997226004426224,0.0,0.611,10.781
2026,JAX-QB1-TrevorLawrence,Trevor Lawrence,JAX,QB,17,3701.363,176.1962524787594,0.0,0.0,32.051,1.4800622888428707,0.0,0.687,10.193
2026,TB-QB1-BakerMayfield,Baker Mayfield,TB,QB,17,3669.029,176.19602031183692,0.0,0.0,31.891,1.449933054830789,0.0,0.673,10.199
2026,TEN-QB1-CamWard,Cam Ward,TEN,QB,17,3694.502,94.41252814660646,0.0,0.0,32.039,0.720099216647193,0.0,0.565,10.701
2026,BUF-QB1-JoshAllen,Josh Allen,BUF,QB,17,3573.501,176.19635006158688,0.0,0.0,31.505,1.5514962967226216,0.0,0.755,9.54
2026,PIT-QB1-AaronRodgers,Aaron Rodgers,PIT,QB,17,3575.763,89.49620219498746,0.0,0.0,30.918,0.7288595767123097,0.0,0.609,9.952
2026,GB-QB1-JordanLove,Jordan Love,GB,QB,17,3464.85,176.1962921666946,0.0,0.0,30.641,1.5447512391749465,0.0,0.72,9.261
2026,ATL-QB1-TuaTagovailoa,Tua Tagovailoa,ATL,QB,17,3406.535,177.25935502250715,0.0,0.0,30.444,1.4730011872687032,0.0,0.679,9.527
2026,BAL-QB1-LamarJackson,Lamar Jackson,BAL,QB,17,3344.597,177.25961892468632,0.0,0.0,35.258,1.6065503813943565,0.0,0.746,9.245
2026,NYG-QB1-JaxsonDart,Jaxson Dart,NYG,QB,17,3321.303,176.19692626462262,0.0,0.0,30.019,1.4255219265838512,0.0,0.693,9.338
2026,LV-QB1-KirkCousins,Kirk Cousins,LV,QB,17,3357.787,89.66338000105814,0.0,0.0,29.526,0.6620533916375443,0.0,0.522,9.9
2026,NE-QB1-DrakeMaye,Drake Maye,NE,QB,17,3314.419,177.25976579283653,0.0,0.0,29.493,1.5218991383519935,0.0,0.707,9.063
2026,MIA-QB1-MalikWillis,Malik Willis,MIA,QB,17,3325.165,89.49634100339023,0.0,0.0,30.304,0.7186125984096569,0.0,0.619,9.4
2026,CAR-QB1-BryceYoung,Bryce Young,CAR,QB,17,3265.483,111.73882935977097,0.0,0.0,28.982,0.8857025400515514,0.0,0.636,9.271
2026,MIN-QB1-KylerMurray,Kyler Murray,MIN,QB,17,3261.677,94.41249088528488,0.0,0.0,29.783,0.7165568877051289,0.0,0.584,9.549
2026,CLE-QB1-DeshaunWatson,Deshaun Watson,CLE,QB,17,3232.438,89.49671996627688,0.0,0.0,29.141,0.674164940480823,0.0,0.59,9.53
2026,PHI-QB1-JalenHurts,Jalen Hurts,PHI,QB,17,3042.22,176.1960198527741,0.0,0.0,28.408,1.4974095411566677,0.0,0.699,8.414
2026,NYJ-QB1-GenoSmith,Geno Smith,NYJ,QB,17,2990.683,109.46737514998884,0.0,0.0,27.503,0.8255055251122846,0.0,0.616,8.792
2026,WAS-QB1-JaydenDaniels,Jayden Daniels,WAS,QB,17,2951.49,187.05815501489388,0.0,0.0,28.075,1.5916349636746043,0.0,0.727,8.117
2026,SEA-RB1-ZachCharbonnet,Zach Charbonnet,SEA,RB,17,0.0,1375.541240625208,405.345,49.432,0.0,10.375974753532976,6.27,1.0,0.0
2026,BUF-RB1-JamesCookIII,James Cook III,BUF,RB,17,0.0,1308.8868566053798,360.508,43.964,0.0,10.019620465321056,5.466,1.0,0.0
2026,CHI-RB1-D'AndreSwift,D'Andre Swift,CHI,RB,17,0.0,1308.8864697511196,385.202,46.976,0.0,9.494956642334591,5.626,1.0,0.0
2026,BAL-RB1-DerrickHenry,Derrick Henry,BAL,RB,17,0.0,1316.7864146134143,347.399,42.366,0.0,10.37627353709927,6.273,1.0,0.0
2026,DEN-RB1-J.K.Dobbins,J.K. Dobbins,DEN,RB,17,0.0,1009.3808808580573,444.286,54.181,0.0,7.465976078148074,6.399,1.0,0.0
2026,LA-RB1-KyrenWilliams,Kyren Williams,LA,RB,17,0.0,1311.3308030269236,458.61,55.928,0.0,10.237162519851774,6.165,1.0,0.0
2026,KC-RB1-KennethWalkerIII,Kenneth Walker III,KC,RB,17,0.0,754.4717746414797,450.688,54.962,0.0,5.512067041599818,6.414,1.0,0.0
2026,DAL-RB1-JavonteWilliams,Javonte Williams,DAL,RB,17,0.0,1308.8870095633406,452.513,55.184,0.0,9.935779741009066,6.165,1.0,0.0
2026,SF-RB1-ChristianMcCaffrey,Christian McCaffrey,SF,RB,17,0.0,1357.2654641810002,382.863,46.691,0.0,10.158841656403,5.68,1.0,0.0
2026,NYG-RB1-CamSkattebo,Cam Skattebo,NYG,RB,17,0.0,1308.886447392418,361.28,44.058,0.0,9.206697120758925,5.552,1.0,0.0
2026,WAS-RB1-JacoryCroskey-Merritt,Jacory Croskey-Merritt,WAS,RB,17,0.0,1389.5745157457523,308.315,37.599,0.0,10.281300215699465,5.065,1.0,0.0
2026,GB-RB1-JoshJacobs,Josh Jacobs,GB,RB,17,0.0,1308.8872618696257,348.101,42.451,0.0,9.979602663766507,5.294,1.0,0.0
2026,JAX-RB1-BhayshulTuten,Bhayshul Tuten,JAX,RB,17,0.0,1308.8875396851724,396.286,48.328,0.0,9.558576263345257,5.853,1.0,0.0
2026,IND-RB1-JonathanTaylor,Jonathan Taylor,IND,RB,17,0.0,1130.1973647498519,394.315,48.087,0.0,8.535384860646687,5.857,1.0,0.0
2026,NE-RB1-RhamondreStevenson,Rhamondre Stevenson,NE,RB,17,0.0,1316.7857701840949,344.329,41.991,0.0,9.832285727025898,5.248,1.0,0.0
2026,DET-RB1-JahmyrGibbs,Jahmyr Gibbs,DET,RB,17,0.0,947.3512366818312,415.659,50.69,0.0,7.218422313349467,6.065,1.0,0.0
2026,TB-RB1-BuckyIrving,Bucky Irving,TB,RB,17,0.0,1308.886573373639,369.536,45.065,0.0,9.368200166601076,5.524,1.0,0.0
2026,PHI-RB1-SaquonBarkley,Saquon Barkley,PHI,RB,17,0.0,1308.8879223020601,323.421,39.442,0.0,9.673365297072817,5.149,1.0,0.0
2026,HOU-RB1-DavidMontgomery,David Montgomery,HOU,RB,17,0.0,1293.7740300227244,378.896,46.207,0.0,9.121521579883732,5.639,1.0,0.0
2026,ATL-RB1-BijanRobinson,Bijan Robinson,ATL,RB,17,0.0,1316.786558715713,343.845,41.932,0.0,9.51226823046057,5.285,1.0,0.0
2026,LAC-RB1-OmarionHampton,Omarion Hampton,LAC,RB,17,0.0,771.8728256461234,393.678,48.009,0.0,5.2805707191452225,5.741,1.0,0.0
2026,NO-RB1-TravisEtienneJr.,Travis Etienne Jr.,NO,RB,17,0.0,664.8312476616094,392.731,47.894,0.0,4.518208791429505,5.801,1.0,0.0
2026,CAR-RB1-ChubaHubbard,Chuba Hubbard,CAR,RB,17,0.0,830.0576202729068,328.718,40.088,0.0,5.7202353156002665,5.017,1.0,0.0
2026,CIN-RB1-ChaseBrown,Chase Brown,CIN,RB,17,0.0,664.8318065236044,482.937,58.895,0.0,4.826544657808516,6.165,1.0,0.0
2026,NYJ-RB1-BreeceHall,Breece Hall,NYJ,RB,17,0.0,813.1849844045024,314.898,38.402,0.0,5.331318041617647,4.944,1.0,0.0
2026,CLE-RB1-QuinshonJudkins,Quinshon Judkins,CLE,RB,17,0.0,664.8310474328192,357.99,43.657,0.0,4.3552114449019275,5.462,1.0,0.0
2026,MIA-RB1-De'VonAchane,De'Von Achane,MIA,RB,17,0.0,664.8314526369774,343.542,41.895,0.0,4.642654837028364,5.363,1.0,0.0
2026,PIT-RB1-JaylenWarren,Jaylen Warren,PIT,RB,17,0.0,664.8315890457186,360.012,43.904,0.0,4.7073473300217366,5.353,1.0,0.0
2026,TEN-RB1-TonyPollard,Tony Pollard,TEN,RB,17,0.0,701.3489741392966,388.801,47.415,0.0,4.651685335868603,5.834,1.0,0.0
2026,MIN-RB1-AaronJonesSr.,Aaron Jones Sr.,MIN,RB,17,0.0,701.3484166317974,334.007,40.733,0.0,4.629055429457279,5.3,1.0,0.0
2026,LV-RB1-AshtonJeanty,Ashton Jeanty,LV,RB,17,0.0,666.0732578271484,339.081,41.351,0.0,4.2764343061465775,5.128,1.0,0.0
2026,CIN-WR1-Ja'MarrChase,Ja'Marr Chase,CIN,WR,17,0.0,0.0,1062.462,90.039,0.0,0.0,6.782,0.999,0.0
2026,CIN-TE1-MikeGesicki,Mike Gesicki,CIN,TE,17,0.0,0.0,1062.462,90.039,0.0,0.0,6.782,0.999,0.0
2026,ARI-RB1-JeremiyahLove,Jeremiyah Love,ARI,RB,17,0.0,601.5978563654473,339.183,41.364,0.0,4.103161081624327,4.603,1.0,0.0
2026,LA-TE1-ColbyParkinson,Colby Parkinson,LA,TE,17,0.0,0.0,1008.942,85.504,0.0,0.0,6.782,0.999,0.0
2026,LA-WR1-PukaNacua,Puka Nacua,LA,WR,17,0.0,0.0,1008.942,85.504,0.0,0.0,6.782,0.999,0.0
2026,DAL-WR1-CeeDeeLamb,CeeDee Lamb,DAL,WR,17,0.0,0.0,995.528,84.367,0.0,0.0,6.782,0.999,0.0
2026,DAL-TE1-JakeFerguson,Jake Ferguson,DAL,TE,17,0.0,0.0,995.528,84.367,0.0,0.0,6.782,0.999,0.0
2026,KC-WR1-RasheeRice,Rashee Rice,KC,WR,17,0.0,0.0,991.514,84.027,0.0,0.0,7.055,0.999,0.0
2026,KC-TE1-TravisKelce,Travis Kelce,KC,TE,17,0.0,0.0,991.514,84.027,0.0,0.0,7.055,0.999,0.0
2026,DEN-WR1-CourtlandSutton,Courtland Sutton,DEN,WR,17,0.0,0.0,977.429,82.833,0.0,0.0,7.039,0.999,0.0
2026,DEN-TE1-EvanEngram,Evan Engram,DEN,TE,17,0.0,0.0,977.429,82.833,0.0,0.0,7.039,0.999,0.0
2026,ARI-WR1-MarvinHarrisonJr.,Marvin Harrison Jr.,ARI,WR,17,0.0,0.0,919.235,77.901,0.0,0.0,6.237,0.998,0.0
2026,ARI-TE1-TreyMcBride,Trey McBride,ARI,TE,17,0.0,0.0,919.235,77.901,0.0,0.0,6.237,0.998,0.0
2026,DET-WR1-Amon-RaSt.Brown,Amon-Ra St. Brown,DET,WR,17,0.0,0.0,914.449,77.496,0.0,0.0,6.672,0.999,0.0
2026,DET-TE1-SamLaPorta,Sam LaPorta,DET,TE,17,0.0,0.0,914.449,77.496,0.0,0.0,6.672,0.999,0.0
2026,SEA-TE1-AJBarner,AJ Barner,SEA,TE,17,0.0,0.0,891.758,75.573,0.0,0.0,6.897,0.999,0.0
2026,SEA-WR1-JaxonSmith-Njigba,Jaxon Smith-Njigba,SEA,WR,17,0.0,0.0,891.758,75.573,0.0,0.0,6.897,0.999,0.0
2026,JAX-TE1-BrentonStrange,Brenton Strange,JAX,TE,17,0.0,0.0,871.829,73.884,0.0,0.0,6.438,0.998,0.0
2026,JAX-WR1-BrianThomasJr.,Brian Thomas Jr.,JAX,WR,17,0.0,0.0,871.829,73.884,0.0,0.0,6.438,0.998,0.0
2026,IND-WR1-AlecPierce,Alec Pierce,IND,WR,17,0.0,0.0,867.493,73.516,0.0,0.0,6.443,0.998,0.0
2026,IND-TE1-TylerWarren,Tyler Warren,IND,TE,17,0.0,0.0,867.493,73.516,0.0,0.0,6.443,0.998,0.0
2026,LAC-WR1-LaddMcConkey,Ladd McConkey,LAC,WR,17,0.0,0.0,866.091,73.398,0.0,0.0,6.315,0.998,0.0
2026,LAC-TE1-OrondeGadsden,Oronde Gadsden,LAC,TE,17,0.0,0.0,866.091,73.398,0.0,0.0,6.315,0.998,0.0
2026,NO-WR1-ChrisOlave,Chris Olave,NO,WR,17,0.0,0.0,864.007,73.221,0.0,0.0,6.381,0.998,0.0
2026,NO-TE1-JuwanJohnson,Juwan Johnson,NO,TE,17,0.0,0.0,864.007,73.221,0.0,0.0,6.381,0.998,0.0
2026,TEN-TE1-GunnarHelm,Gunnar Helm,TEN,TE,17,0.0,0.0,855.363,72.488,0.0,0.0,6.417,0.998,0.0
2026,CHI-TE1-ColstonLoveland,Colston Loveland,CHI,TE,17,0.0,0.0,847.444,71.817,0.0,0.0,6.189,0.998,0.0
2026,CHI-WR1-RomeOdunze,Rome Odunze,CHI,WR,17,0.0,0.0,847.444,71.817,0.0,0.0,6.189,0.998,0.0
2026,SF-TE1-GeorgeKittle,George Kittle,SF,TE,17,0.0,0.0,842.299,71.381,0.0,0.0,6.248,0.998,0.0
2026,SF-WR1-MikeEvans,Mike Evans,SF,WR,17,0.0,0.0,842.299,71.381,0.0,0.0,6.248,0.998,0.0
2026,HOU-TE1-DaltonSchultz,Dalton Schultz,HOU,TE,17,0.0,0.0,833.571,70.642,0.0,0.0,6.203,0.998,0.0
2026,HOU-WR1-NicoCollins,Nico Collins,HOU,WR,17,0.0,0.0,833.571,70.642,0.0,0.0,6.203,0.998,0.0
2026,TB-TE1-CadeOtton,Cade Otton,TB,TE,17,0.0,0.0,812.98,68.897,0.0,0.0,6.076,0.998,0.0
2026,TB-WR1-EmekaEgbuka,Emeka Egbuka,TB,WR,17,0.0,0.0,812.98,68.897,0.0,0.0,6.076,0.998,0.0
2026,NYG-TE1-IsaiahLikely,Isaiah Likely,NYG,TE,17,0.0,0.0,794.815,67.357,0.0,0.0,6.107,0.998,0.0
2026,NYG-WR1-MalikNabers,Malik Nabers,NYG,WR,17,0.0,0.0,794.815,67.357,0.0,0.0,6.107,0.998,0.0
2026,BUF-WR1-DJMoore,DJ Moore,BUF,WR,17,0.0,0.0,793.119,67.213,0.0,0.0,6.013,0.998,0.0
2026,BUF-TE1-DaltonKincaid,Dalton Kincaid,BUF,TE,17,0.0,0.0,793.119,67.213,0.0,0.0,6.013,0.998,0.0
2026,PIT-WR1-DKMetcalf,DK Metcalf,PIT,WR,17,0.0,0.0,792.026,67.121,0.0,0.0,5.889,0.997,0.0
2026,PIT-TE1-PatFreiermuth,Pat Freiermuth,PIT,TE,17,0.0,0.0,792.026,67.121,0.0,0.0,5.889,0.997,0.0
2026,CLE-TE1-HaroldFanninJr.,Harold Fannin Jr.,CLE,TE,17,0.0,0.0,787.579,66.744,0.0,0.0,6.008,0.998,0.0
2026,CLE-WR1-JerryJeudy,Jerry Jeudy,CLE,WR,17,0.0,0.0,787.579,66.744,0.0,0.0,6.008,0.998,0.0
2026,BUF-RB2-RayDavis,Ray Davis,BUF,RB,17,0.0,654.4434283026899,180.254,21.982,0.0,5.009810232660528,2.981,0.999,0.0
2026,GB-WR1-ChristianWatson,Christian Watson,GB,WR,17,0.0,0.0,765.822,64.9,0.0,0.0,5.824,0.997,0.0
2026,GB-TE1-TuckerKraft,Tucker Kraft,GB,TE,17,0.0,0.0,765.822,64.9,0.0,0.0,5.824,0.997,0.0
2026,BAL-TE1-MarkAndrews,Mark Andrews,BAL,TE,17,0.0,0.0,764.278,64.769,0.0,0.0,6.9,0.999,0.0
2026,BAL-WR1-ZayFlowers,Zay Flowers,BAL,WR,17,0.0,0.0,764.278,64.769,0.0,0.0,6.9,0.999,0.0
2026,NE-WR1-A.J.Brown,A.J. Brown,NE,WR,17,0.0,0.0,757.524,64.197,0.0,0.0,5.773,0.997,0.0
2026,NE-TE1-HunterHenry,Hunter Henry,NE,TE,17,0.0,0.0,757.524,64.197,0.0,0.0,5.773,0.997,0.0
2026,ATL-WR1-DrakeLondon,Drake London,ATL,WR,17,0.0,0.0,756.46,64.107,0.0,0.0,5.813,0.997,0.0
2026,ATL-TE1-KylePittsSr.,Kyle Pitts Sr.,ATL,TE,17,0.0,0.0,756.46,64.107,0.0,0.0,5.813,0.997,0.0
2026,MIA-TE1-GregDulcich,Greg Dulcich,MIA,TE,17,0.0,0.0,755.792,64.05,0.0,0.0,5.899,0.997,0.0
2026,MIA-WR1-MalikWashington,Malik Washington,MIA,WR,17,0.0,0.0,755.792,64.05,0.0,0.0,5.899,0.997,0.0
2026,LV-TE1-BrockBowers,Brock Bowers,LV,TE,17,0.0,0.0,745.978,63.218,0.0,0.0,5.641,0.996,0.0
2026,LV-WR1-TreTucker,Tre Tucker,LV,WR,17,0.0,0.0,745.978,63.218,0.0,0.0,5.641,0.996,0.0
2026,CHI-RB2-KyleMonangai,Kyle Monangai,CHI,RB,17,0.0,654.4432348755598,192.601,23.488,0.0,4.748070941105027,3.069,0.999,0.0
2026,MIN-WR1-JustinJefferson,Justin Jefferson,MIN,WR,17,0.0,0.0,734.815,62.272,0.0,0.0,5.83,0.997,0.0
2026,MIN-TE1-T.J.Hockenson,T.J. Hockenson,MIN,TE,17,0.0,0.0,734.815,62.272,0.0,0.0,5.83,0.997,0.0
2026,BAL-RB2-JusticeHill,Justice Hill,BAL,RB,17,0.0,658.3932073067072,173.7,21.183,0.0,5.188136768549635,3.421,1.0,0.0
2026,DEN-RB2-RJHarvey,RJ Harvey,DEN,RB,17,0.0,504.6904404290286,222.143,27.091,0.0,3.7334850418751384,3.49,0.999,0.0
2026,LA-RB2-BlakeCorum,Blake Corum,LA,RB,17,0.0,655.6654015134618,229.305,27.964,0.0,5.117934239162402,3.363,0.999,0.0
2026,DAL-RB2-JaydonBlue,Jaydon Blue,DAL,RB,17,0.0,654.4435047816703,226.256,27.592,0.0,4.967889870504533,3.363,0.999,0.0
2026,TEN-WR1-CarnellTate,Carnell Tate,TEN,WR,17,0.0,0.0,724.543,61.402,0.0,0.0,5.436,0.996,0.0
2026,CAR-WR1-TetairoaMcMillan,Tetairoa McMillan,CAR,WR,17,0.0,0.0,723.179,61.286,0.0,0.0,5.519,0.996,0.0
2026,CAR-TE1-TommyTremble,Tommy Tremble,CAR,TE,17,0.0,0.0,723.179,61.286,0.0,0.0,5.519,0.996,0.0
2026,SF-RB2-JordanJames,Jordan James,SF,RB,17,0.0,678.6320930892638,191.432,23.345,0.0,5.080059829437908,3.098,0.999,0.0
2026,NYG-RB2-TyroneTracyJr.,Tyrone Tracy Jr.,NYG,RB,17,0.0,654.4438277309237,180.64,22.029,0.0,4.603952595094116,3.028,0.999,0.0
2026,WAS-RB2-RachaadWhite,Rachaad White,WAS,RB,17,0.0,694.7872578728761,154.157,18.8,0.0,5.14126274640388,2.763,0.999,0.0
2026,GB-RB2-MarShawnLloyd,MarShawn Lloyd,GB,RB,17,0.0,654.4430241982695,174.05,21.226,0.0,4.989801331883253,2.888,0.999,0.0
2026,PHI-TE1-DallasGoedert,Dallas Goedert,PHI,TE,17,0.0,0.0,711.527,60.299,0.0,0.0,5.664,0.997,0.0
2026,PHI-WR1-DeVontaSmith,DeVonta Smith,PHI,WR,17,0.0,0.0,711.527,60.299,0.0,0.0,5.664,0.997,0.0
2026,JAX-RB2-ChrisRodriguezJr.,Chris Rodriguez Jr.,JAX,RB,17,0.0,654.4437698425862,198.143,24.164,0.0,4.779288131672629,3.192,0.999,0.0
2026,IND-RB2-DJGiddens,DJ Giddens,IND,RB,17,0.0,565.0986823749259,197.157,24.044,0.0,4.267141404832017,3.195,0.999,0.0
2026,NE-RB2-TreVeyonHenderson,TreVeyon Henderson,NE,RB,17,0.0,658.3928850920474,172.165,20.996,0.0,4.916142863512949,2.863,0.999,0.0
2026,NYJ-WR1-GarrettWilson,Garrett Wilson,NYJ,WR,17,0.0,0.0,692.775,58.71,0.0,0.0,5.439,0.996,0.0
2026,DET-RB2-IsiahPacheco,Isiah Pacheco,DET,RB,17,0.0,473.6756183409156,207.829,25.345,0.0,3.6092111566747334,3.308,0.999,0.0
2026,TB-RB2-KennyGainwell,Kenny Gainwell,TB,RB,17,0.0,654.4432866868195,184.768,22.533,0.0,4.684100083300538,3.013,0.999,0.0
2026,PHI-RB2-TankBigsby,Tank Bigsby,PHI,RB,17,0.0,654.4439611510301,161.711,19.721,0.0,4.837305531041049,2.808,0.999,0.0
2026,HOU-RB2-WoodyMarks,Woody Marks,HOU,RB,17,0.0,646.8863598237756,189.448,23.103,0.0,4.56010560235532,3.076,0.999,0.0
2026,ATL-RB2-BrianRobinsonJr.,Brian Robinson Jr.,ATL,RB,17,0.0,658.3926310298692,171.923,20.966,0.0,4.756134115230285,2.883,0.999,0.0
2026,WAS-TE1-ChigOkonkwo,Chig Okonkwo,WAS,TE,17,0.0,0.0,678.292,57.482,0.0,0.0,5.572,0.996,0.0
2026,WAS-WR1-TerryMcLaurin,Terry McLaurin,WAS,WR,17,0.0,0.0,678.292,57.482,0.0,0.0,5.572,0.996,0.0
2026,CIN-TE2-DrewSample,Drew Sample,CIN,TE,17,0.0,0.0,676.112,57.298,0.0,0.0,4.316,0.987,0.0
2026,CIN-WR2-TeeHiggins,Tee Higgins,CIN,WR,17,0.0,0.0,676.112,57.298,0.0,0.0,3.923,0.98,0.0
2026,LAC-RB2-KimaniVidal,Kimani Vidal,LAC,RB,17,0.0,385.9364128230617,196.839,24.005,0.0,2.6398711971632665,3.131,0.998,0.0
2026,NO-RB2-AlvinKamara,Alvin Kamara,NO,RB,17,0.0,332.4156238308047,196.365,23.947,0.0,2.2591043957147523,3.164,0.998,0.0
2026,LA-WR2-DavanteAdams,Davante Adams,LA,WR,17,0.0,0.0,642.054,54.411,0.0,0.0,3.923,0.98,0.0
2026,LA-TE2-TylerHigbee,Tyler Higbee,LA,TE,17,0.0,0.0,642.054,54.411,0.0,0.0,4.316,0.987,0.0
2026,SEA-RB2-JadarianPrice,Jadarian Price,SEA,RB,17,0.0,558.3079772841899,164.522,20.064,0.0,4.211728019315393,2.776,0.998,0.0
2026,CAR-RB2-JonathonBrooks,Jonathon Brooks,CAR,RB,17,0.0,415.0288101364534,164.359,20.044,0.0,2.8596791911961477,2.737,0.998,0.0
2026,CIN-RB2-SamajePerine,Samaje Perine,CIN,RB,17,0.0,332.4154806961694,241.469,29.447,0.0,2.413694894537055,3.363,0.998,0.0
2026,DAL-TE2-BrevynSpann-Ford,Brevyn Spann-Ford,DAL,TE,17,0.0,0.0,633.518,53.688,0.0,0.0,4.316,0.987,0.0
2026,DAL-WR2-GeorgePickens,George Pickens,DAL,WR,17,0.0,0.0,633.518,53.688,0.0,0.0,3.923,0.98,0.0
2026,KC-TE2-NoahGray,Noah Gray,KC,TE,17,0.0,0.0,630.963,53.471,0.0,0.0,4.49,0.989,0.0
2026,KC-WR2-XavierWorthy,Xavier Worthy,KC,WR,17,0.0,0.0,630.963,53.471,0.0,0.0,4.082,0.983,0.0
2026,NYJ-RB2-BraelonAllen,Braelon Allen,NYJ,RB,17,0.0,406.5924922022512,157.449,19.201,0.0,2.665228172413671,2.697,0.997,0.0
2026,ARI-RB2-TylerAllgeier,Tyler Allgeier,ARI,RB,17,0.0,370.55000793464717,208.917,25.478,0.0,2.527476329328851,3.093,0.997,0.0
2026,DEN-TE2-AdamTrautman,Adam Trautman,DEN,TE,17,0.0,0.0,622.001,52.712,0.0,0.0,4.479,0.989,0.0
2026,DEN-WR2-JaylenWaddle,Jaylen Waddle,DEN,WR,17,0.0,0.0,622.001,52.712,0.0,0.0,4.072,0.983,0.0
2026,CLE-RB2-DylanSampson,Dylan Sampson,CLE,RB,17,0.0,332.4155237164096,178.995,21.829,0.0,2.1776057224509637,2.979,0.997,0.0
2026,MIA-RB2-JaylenWright,Jaylen Wright,MIA,RB,17,0.0,332.4157263184887,171.771,20.948,0.0,2.321327418514182,2.925,0.998,0.0
2026,PIT-RB2-RicoDowdle,Rico Dowdle,PIT,RB,17,0.0,332.4157945228593,180.006,21.952,0.0,2.35328597374666,2.92,0.997,0.0
2026,TEN-RB2-TyjaeSpears,Tyjae Spears,TEN,RB,17,0.0,350.6744870696483,194.401,23.707,0.0,2.3262749003572583,3.182,0.997,0.0
2026,MIN-RB2-JordanMason,Jordan Mason,MIN,RB,17,0.0,350.6746163779076,167.003,20.366,0.0,2.3145277147286394,2.891,0.997,0.0
2026,NYJ-TE1-KenyonSadiq,Kenyon Sadiq,NYJ,TE,17,0.0,0.0,586.821,49.731,0.0,0.0,4.607,0.99,0.0
2026,ARI-WR2-MichaelWilson,Michael Wilson,ARI,WR,17,0.0,0.0,584.968,49.574,0.0,0.0,3.608,0.973,0.0
2026,ARI-TE2-TipReiman,Tip Reiman,ARI,TE,17,0.0,0.0,584.968,49.574,0.0,0.0,3.969,0.981,0.0
2026,DET-TE2-BrockWright,Brock Wright,DET,TE,17,0.0,0.0,581.922,49.315,0.0,0.0,4.246,0.986,0.0
2026,DET-WR2-JamesonWilliams,Jameson Williams,DET,WR,17,0.0,0.0,581.922,49.315,0.0,0.0,3.86,0.979,0.0
2026,SEA-TE2-ElijahArroyo,Elijah Arroyo,SEA,TE,17,0.0,0.0,567.483,48.092,0.0,0.0,4.389,0.988,0.0
2026,SEA-WR2-RashidShaheed,Rashid Shaheed,SEA,WR,17,0.0,0.0,567.483,48.092,0.0,0.0,3.99,0.981,0.0
2026,JAX-WR2-JakobiMeyers,Jakobi Meyers,JAX,WR,17,0.0,0.0,554.8,47.017,0.0,0.0,3.724,0.976,0.0
2026,IND-WR2-JoshDowns,Josh Downs,IND,WR,17,0.0,0.0,552.041,46.783,0.0,0.0,3.727,0.976,0.0
2026,IND-TE2-MoAlie-Cox,Mo Alie-Cox,IND,TE,17,0.0,0.0,552.041,46.783,0.0,0.0,4.1,0.983,0.0
2026,LAC-TE2-DavidNjoku,David Njoku,LAC,TE,17,0.0,0.0,551.149,46.708,0.0,0.0,4.018,0.982,0.0
